offre_id,title,description,source_name
882,Chef de projet développement logiciel (H/F),"Chez Thales, nous sommes fiers de travailler ensemble pour imaginer des solutions innovantes qui contribuent à construire un avenir plus sûr, plus vert et plus inclusif. Un avenir de confiance. Mais ces technologies ne viennent pas de nulle part. L'intelligence humaine est le moteur derrière la technologie qui fait la renommée de Thales. Les projets que nous conduisons sont complexes et nos clients exigeants. Pour répondre aux besoins actuels et futurs de nos clients, nous maîtrisons plus d'une centaine de disciplines, de l'optique à la physique quantique, du traitement du signal à la connectivité et à l'intelligence artificielle. Rejoindre Thales, c'est repousser les limites de la technologie et la mettre au service du progrès et du développement durable de nos sociétés. C'est donc être au cœur d'une formidable aventure technique. Une attention portée à l'équilibre des collaborateurs au service de leur réussite. C'est pourquoi, notamment, nous nous efforçons de créer un environnement de travail accueillant et d'accorder la flexibilité nécessaire à l'équilibre entre vie professionnelle et vie personnelle. Nous savons que cet équilibre est essentiel à votre épanouissement et à la réussite des projets que nous vous confierons. Des parcours professionnels riches. Chez Thales, nous jouons collectif. Ce qui signifie travailler en équipe, côtoyer des experts et donc apprendre et développer ses compétences en permanence tout en faisant bénéficier le Groupe de son savoir-faire. C'est aussi la possibilité d'évoluer, de changer de fonction ou d'activité, voire de pays.
    Lieu : Rungis, France
    Construisons ensemble un avenir de confiance
    Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cyber & Digital. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés de l'innovation tels que l'IA, la cybersécurité, le quantique, les technologies du cloud et la 6G. Thales compte près de 81 000 collaborateurs dans 68 pays.  
    Nos engagements, vos avantages
     * Une réussite portée par notre excellence technologique, votre expérience et notre ambition partagée
     * Un package de rémunération attractif
     * Un développement des compétences en continu : parcours de formation, académies et communautés internes
     * Un environnement inclusif, bienveillant et respectant l'équilibre des collaborateurs
     * Un engagement sociétal et environnemental reconnu
    Votre quotidien
    Nous fournissons et soutenons des systèmes pour la gestion et la protection de l'espace aérien. Nous travaillons avec passion dans un cadre architectural moderne, et s'efforce de repousser les limites de la technologie dans nos secteurs clés. Au sud de Paris, notre site est facilement accessible en transport en commun.
    Dans le cadre de projets internationaux pour la gestion de trafic aérien civil, vous serez impliqué(e) comme Scrum Master sur l'ensemble des activités des équipes SWIM. L'interopérabilité des systèmes et l'échange standardisé des données sont clés pour nos clients. Les équipes SWIM (System Wide Information Management) contribuent au développement de composants logiciels en Java utilisés pour partager des informations aéronautiques, plan de vol et météo entre centres de contrôle du trafic aérien avec des protocoles de communication standards ou open source.
    Vous intégrez la discipline Software dans une équipe qui rassemble les Scrum Masters et Kanban Masters (une dizaine de personnes). Vous intervenez au quotidien au sein des 2 équipes de développement SWIM composées au total de 18 personnes.
    Dans le cadre d'une activité multi projets et internationale, vous vous verrez confier les missions suivantes :
    1.       Garantir l'application de la méthodologie Agile,
     * Former les équipes et les profils en « Pi-shape » pour réduire les dépendances internes et externes
     * Organiser et animer les rituels (daily, kick off planning, grooming, sprint reviews, rétrospective)
     * S'assurer du bon fonctionnement des équipes (team spirit, résolution de conflits internes, transparence)
     * Mettre en place une dynamique d'amélioration continue (kaizen, learning moment, dojo)
     * Contribuer activement à la communauté de pratique (CoP) des scrum masters
     * Savoir changer de posture en fonction des besoins et maturité des personnes (conseils, suggestions, coaching, facilitation .)
     * Avoir une écoute active & bienveillante
    2.       Participer à la production en respectant la méthodologi",France Travail
1982,Chef de projet développement logiciel (H/F),"Chez Thales, nous sommes fiers de travailler ensemble pour imaginer des solutions innovantes qui contribuent à construire un avenir plus sûr, plus vert et plus inclusif. Un avenir de confiance. Mais ces technologies ne viennent pas de nulle part. L'intelligence humaine est le moteur derrière la technologie qui fait la renommée de Thales. Les projets que nous conduisons sont complexes et nos clients exigeants. Pour répondre aux besoins actuels et futurs de nos clients, nous maîtrisons plus d'une centaine de disciplines, de l'optique à la physique quantique, du traitement du signal à la connectivité et à l'intelligence artificielle. Rejoindre Thales, c'est repousser les limites de la technologie et la mettre au service du progrès et du développement durable de nos sociétés. C'est donc être au cœur d'une formidable aventure technique. Une attention portée à l'équilibre des collaborateurs au service de leur réussite. C'est pourquoi, notamment, nous nous efforçons de créer un environnement de travail accueillant et d'accorder la flexibilité nécessaire à l'équilibre entre vie professionnelle et vie personnelle. Nous savons que cet équilibre est essentiel à votre épanouissement et à la réussite des projets que nous vous confierons. Des parcours professionnels riches. Chez Thales, nous jouons collectif. Ce qui signifie travailler en équipe, côtoyer des experts et donc apprendre et développer ses compétences en permanence tout en faisant bénéficier le Groupe de son savoir-faire. C'est aussi la possibilité d'évoluer, de changer de fonction ou d'activité, voire de pays.
    Lieu : Toulouse, France
    Construisons ensemble un avenir de confiance
    Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cyber & Digital. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés de l'innovation tels que l'IA, la cybersécurité, le quantique, les technologies du cloud et la 6G. Thales compte près de 81 000 collaborateurs dans 68 pays.  
    Nos engagements, vos avantages
     * Une réussite portée par notre excellence technologique, votre expérience et notre ambition partagée
     * Un package de rémunération attractif
     * Un développement des compétences en continu : parcours de formation, académies et communautés internes
     * Un environnement inclusif, bienveillant et respectant l'équilibre des collaborateurs
     * Un engagement sociétal et environnemental reconnu
    Votre quotidien
    En rejoignant le site de Toulouse, vous intégrez un site regroupant nos solutions de cyberdéfense souveraines pour faire face aux menaces informatiques croissantes et nos activités de services numériques permettant d'opérer les systèmes d'informations critiques de nos clients et de les accompagner dans leur transformation numérique sécurisée.
    En tant qu'Engineering Delivery Manager (EDM), au sein de la Direction d'Ingénierie Data & Artificial Intelligence (DI DAI), vous intégrez un département dynamique et passionné par les enjeux liés à la valorisation de la donnée spatiale, l'innovation et la performance.
    Dans le cadre de nos projets Data dimensionnants et critiques, vos missions principales sont de :
     * Travailler en étroite collaboration avec nos commerciaux du secteur spatial, les directeurs de projet et les responsables d'architecture de segments sols spatiaux.
     * Intégrer le cockpit en charge du pilotage projet au sein duquel vous aurez la responsabilité des charges de production et du delivery des solutions.
     * Organiser, uniformiser et industrialiser la production. logicielle (émission de propositions techniques répondant aux besoins de nos clients, dimensionnement et staffing des équipes en collaborant avec les directions d'ingénierie qui fournissent les compétences et validation des chiffrages proposés, production d'indicateurs internes et externes).
     * Animer des instances de réunion interne et externe.
     * Maintenir une communication régulière avec le client.
     * Rédiger et/ou relire la documentation technique générale.
    Sur opportunité, vous apportez votre aide et expérience sur des projets d'appel d'offres dans le domaine d'activités de valorisation de la donnée spatiale ou en coaching/mentorat de chefs de projets technique junior.
    Profil
    Diplômé(e) d'un Master ou d'une Ecole d'Ingénieur, vous avez acquis une expérience technique solide en ingénierie logicielle, avant d'évoluer vers un rôle de pilotage de projet.
    Vous avez une expertise dans les principales méthodologies d",France Travail
1145,Chef de projet logiciel (H/F),"Description du poste :
Au sein d'une équipe de 6 chefs de projet et en lien direct avec le manager, vous pilotez le déploiement de la solution logicielle auprès de nouveaux clients, principalement des collectivités.
Vous intervenez après la phase de vente pour accompagner l'intégration de l'outil, depuis le cadrage jusqu'au suivi post-démarrage , en veillant au respect des délais, du budget et de la qualité.
Vous faites le lien entre les besoins du client et les fonctionnalités de la solution, en garantissant son adoption réussie .
Vos missions principales :***Animer les ateliers de cadrage pour analyser les besoins et définir le périmètre du projet
* Rédiger les spécifications fonctionnelles détaillées
* Piloter et coordonner le paramétrage, les personnalisations et la reprise de données
* Organiser et superviser les phases de tests et la recette avec le client
* Former les utilisateurs finaux à la solution
* Assurer le suivi post-démarrage et accompagner les premiers mois d'utilisation
* Garantir le respect du planning, du budget et de la qualité des livrables
Pourquoi rejoindre cette entreprise ?***Grande flexibilité dans l'organisation du travail et des horaires, basée sur la confiance et l'atteinte des objectifs
* Forte autonomie dans la gestion de vos projets, avec un rattachement direct au Directeur Général
* Opportunité de vous spécialiser sur des domaines fonctionnels ou techniques de la solution
* Rôle clé avec un impact direct sur la réussite des projets et la satisfaction des clients
* Avantages sociaux : télétravail 2 jours par semaine, mutuelle familiale
Description du profil :***Au moins 1 an d'expérience en déploiement de logiciels de typer ERP, CRM, ou autres
* Vous avez des connaissances en requêtage SQL effectuer la migration de données
* Vous maitrisez l'environnement Microsoft (Windows, IIS)
* Connaissance du secteur public ou des collectivités locales appréciée",France Travail
2278,Chef de projet logiciel (H/F),"Description du poste :
Quel impact aurez-vous en tant que CHEF DE PROJET ERP (F/H) ?
Rejoignez une équipe dynamique pour mener et coordonner des projets informatiques innovants tout en renforçant la relation client et développant de nouvelles opportunités.
- Piloter des projets selon notre méthodologie de déploiement en respectant engagements contractuels, coûts, planning et qualité
- Coordonner les équipes pour réaliser l'ensemble des activités et prestations nécessaires aux déploiements
- Animer les comités client, incluant les comités projet et comités de pilotage
- Identifier et concrétiser des opportunités commerciales grâce à une écoute active de vos interlocuteurs
- Assurer un reporting régulier lié à votre activité pour une transparence optimale
- Intervenir à hauteur de 30% de votre temps sur la partie opérationnelle des projets
Découvrez ce package attractif :
- Contrat: CDI
- Salaire: entre 30000 et 40000 euros /an
- Télétravail partiel possible
Rejoignez une équipe ambitieuse et bénéficiez d'avantages clés :
- Bureaux exceptionnels
- Primes et intéressements
- Tickets restaurants
Description du profil :
Nous recherchons un(e) CHEF DE PROJET ERP (F/H) passionné(e) par la gestion de projets, l'innovation et la relation client, avec un minimum de 3 ans d'expérience.
- Expérience dans la gestion de projet type ERP
- Maîtrise de la relation client et du monde du service
- De nature curieuse et à l'écoute.
- Diplôme en informatique ou gestion de projet nécessaire,
Processus de recrutement
Notre client recrute rapidement et simplement. Postulez en un clic, un(e) consultant(e) vous contactera dans les plus brefs délais",France Travail
345,Chef de projet logiciel (H/F),"Description du poste :
Basé à proximité de Bussy-Saint-Georges , vous intégrerez la DSI composée de 6 personnes (infrastructure, support, développement, ERP). Vous interviendrez sur l'EPR déjà en place et participerez à la future migration vers SAP prévu pour 2027. Votre rôle consistera à faire la passerelle entre le métier et l'IT en :***Être en lien direct avec les métiers et analyser leurs besoins.
* Participer à l'évolution des processus et à la rédaction des spécifications.
* Réaliser les tests & recettes dans le cadre des évolutions applicatives.
* Assurer le support fonctionnel et technique de l'ERP existant.
* Suivre et faire évoluer les interfaces, notamment avec le WMS.
* Faire le support auprès des utilisateurs
Pourquoi rejoindre cette entreprise ?***Vous vous inscrirez dans un projet à long terme de migration.
* Des formations internes et un accompagnement sur la montée en compétences.
* Vous bénéficierez d'avantages sociaux significatifs : Mutuelle 100% prise en charge, Titres-restaurant (11 €, 60 % employeur), CSE, 25 jours de congés payés, Prime d'ancienneté dès 3 ans, Prime sur objectifs (~400 €)***Lieu : Bussy-Saint-Georges (77)
* Contrat : CDI - Cadre
* Salaire : 40-50K€
* Astreintes possibles (jours récupérés)
.
Description du profil :***Vous justifiez d'au moins 5 années d'expérience sur des projets ERP.
* Vous avez déjà travaillé sur des sujets SAP et liés à la supply.
* L'anglais est obligatoire, vous aurez des échanges en anglais.",France Travail
714,Chef de projet logiciel (H/F),"Description du poste :
Rattaché à l'équipe SAP France/Groupe, vous travaillerez en binôme avec un référent expérimenté sur un périmètre France et Groupe, la France assurant le lead du déploiement SAP S/4HANA. Ce rôle combine pilotage de projets, expertise technico-fonctionnelle BI et coordination internationale, en lien direct avec les directions Finance, Achats, Programmes et IT Groupe.
Vous participerez activement au delivery des solutions analytiques SAP du groupe autour de quatre axes principaux :***Pilotage de projets BI / SAP S/4HANA : cadrage et suivi de projets BI/Reporting en environnement international, animation des ateliers métiers, définition de la roadmap et suivi coûts, délais, qualité.***Expertise fonctionnelle BI et intégration SAP : conception, paramétrage et maintenance des modèles analytiques, garantie de la cohérence fonctionnelle entre SAP ECC/S4HANA et les outils BI, optimisation des cubes et visualisations analytiques.***Gestion de la relation prestataires et du delivery : pilotage des partenaires TMA et projets, validation des livrables, suivi budgétaire et des plans de charge.***Support, amélioration continue et accompagnement métier : identification des besoins d'évolution, optimisation des modèles, documentation et transfert de compétences.
Description du profil :
Votre profil***Formation Bac+5 (école d'ingénieur, école de commerce ou université) avec spécialisation Systèmes d'Information ou Finance.***Minimum 5 ans d'expérience sur des projets SAP, avec expertise SAP BI / BW / BPC / SAC.***Bonne maîtrise de SAP S/4HANA, BW/4HANA et SAP Analytics Cloud et des flux d'intégration SAP.***Expérience de pilotage de prestataires et coordination internationale.***Anglais courant obligatoire.
Compétences comportementales : autonomie, proactivité, écoute, humilité technique, curiosité, esprit de solution, rigueur, sens du résultat, aisance relationnelle, adaptabilité, capacité à fédérer, orientation qualité et sens du service.
Rémunération et avantages
Rémunération attractive avec salaire fixe et éléments variables (individuels ou collectifs selon performance). Avantages sociaux : restaurant d'entreprise, épargne salariale , mutuelle et prévoyance, comité social et économique, service de santé au travail, infirmerie.
Pourquoi ce rôle est unique:***Un rôle clé dans la transformation du SI Finance Groupe, avec un fort impact sur le pilotage de la performance.***Un environnement international stimulant : collaboration quotidienne avec la France, le Royaume-Uni, l'Italie et bientôt l'Allemagne.***Montée en compétences rapide grâce au travail en binôme avec un expert et à l'exposition directe aux comités projet.***Écosystème technologique de pointe : SAP S/4HANA, BW/4HANA, BPC, SAP Analytics Cloud.***Cadre de travail collaboratif et bienveillant, équipe à taille humaine, forte entraide et orientation résultats.",France Travail
1729,Chef de projet logiciel (H/F),"Description du poste :
LHH Recruitment Solutions, cabinet de conseil en recrutement, d'évaluation d'experts, cadres et dirigeants recherche pour son client, spécialisé dans le domaine de l'industrie un Chef de projet process informatique et Performance H/F.
Localisation: Octeville sur mer, Normandie
Typologie de contrat: CDI
Expérience minimum souhaitée de 5 ans sur un poste similaire en environnement international et idéalement en milieu industriel
Anglais professionnel requis (échanges réguliers à l'écrit et à l'oral).
Nous recrutons pour l'un de nos clients, une entreprise industrielle internationale : un Chef de projet (Expert SAP) H/F.
Dans le cadre de son développement et de projets stratégiques tels que S4/Hana , notre client - un acteur majeur du secteur industriel à dimension internationale - recherche un Chef de projet process H/F expérimenté pour renforcer ses équipes et piloter ses initiatives globales de processus.
Si vous avez une solide expérience sur SAP et une véritable appétence pour l'optimisation, la planification et la transformation digitale, cette opportunité est faite pour vous !
Vos principales missions
* Piloter et soutenir les initiatives globales de processus en lien avec les équipes métiers et utilisateurs (développement de fonctionnalités, cartographie, amélioration continue, formation).
* Collaborer avec les autres Process Drivers afin d' aligner et d'harmoniser les processus à travers les différentes fonctions Services.
* Participer à la création et la mise à jour de la documentation (cartographies, supports de formation, LPD maps, etc.).
* Contribuer à la performance QTCS via le développement et le suivi d' indicateurs de performance (KPIs) .
* Piloter ou participer à la mise en place d'outils et systèmes globaux soutenant la stratégie de l'entreprise.
Description du profil :
Profil recherché
* 5 à 10 ans d'expérience sur SAP (ECC ou S4/Hana).
* Solide expérience en gestion de projets et coordination transverse.
* Très bonne compréhension des processus métiers et flux opérationnels .
* Expérience confirmée sur un module de planification des techniciens
* Anglais opérationnel (niveau conversationnel).
* Esprit d'équipe, autonomie et excellent relationnel.
Pourquoi rejoindre notre client ?
Notre client est une entreprise industrielle internationale engagée dans une dynamique d'innovation et de performance.
Vous rejoindrez une organisation agile, portée par des projets technologiques d'envergure, où vos compétences en processus et systèmes SAP auront un impact global sur la transformation de ses services.
Envie de relever le défi ?
Postulez dès maintenant et contribuez à la réussite d'un leader industriel international !",France Travail
2282,Chef de projet logiciel (H/F),"Description du poste :
Notre client, éditeur et intégrateur de logiciel, nous mandate pour le recrutement d'un(e) Consultant / Chef de Projet Logiciel (F/H) pour un poste en CDI sur la région angevine.
Au sein de l'équipe Opérations, composée d'une douzaine de personnes, votre mission est de piloter et réaliser le déploiement d'une solution SaaS Métier.
Votre positionnement vous amène à mener les activités fonctionnelles et techniques suivantes :***Réaliser l'analyse métier / technique et valider le périmètre fonctionnel des projets,
* Analyser et traduire les besoins dans la solution en challengeant en bonne intelligence les besoins exprimés,
* Analyser / concevoir / adapter le modèle de données applicatif,
* Designer et paramétrer les écrans / formulaires / workflows / tableaux de bord dans le respect des principes ergonomiques de référence et dans le souci de l'expérience utilisateur,
* Identifier les sources de données et SI connexes à exploiter et mettre en place des scripts SQL,
* Piloter les projets en vous appuyant sur des méthodologies agiles,
* Exécuter les sprints, assurer les reviews et suivre le backlog,
* Etre ambassadeur de la marque et de son expertise auprès de vos clients,
* Echanger régulièrement avec l'équipe Produit sur la Roadmap et les besoins clients (user stories,...).
Description du profil :
Idéalement de formation BAC+5 (type Ingénieur en informatique / Data), vous êtes rigoureux(se), à l'écoute de vos interlocuteurs et doté(e) d'une bonne capacité d'analyse. Vous justifiez d'une expérience d'au moins 3 ans sur des missions de pilotage de projet SI et/ou de design d'applications.
A l'aise avec les méthodologies de travail agiles (design thinking, scrum,...), vous êtes curieux(se) et intéressé(e) par le secteur de l'édition logicielle et de la cybersécurité.
Des bonnes connaissances en SQL sont attendues. Un anglais courant est un plus.
Processus de recrutement : Pré-selection sur CV > Qualification téléphonique > Entretien EOSIUM > Prise de références > 2/3 entretiens CLIENT.",France Travail
1571,Chef de projet logiciel (H/F),"Description du poste :
Notre client
Nous recrutons pour une PME innovante et en pleine croissance, spécialisée dans l'intégration et le développement de solutions ERP sur mesure. Forte de son expertise, elle accompagne ses clients dans la mise en place et l'optimisation de leurs outils de gestion.
L'entreprise met un point d'honneur à favoriser un environnement de travail bienveillant, fondé sur la communication et le bien-être des employés. Elle propose des conditions de travail attractives et des opportunités de développement professionnel stimulantes.
Votre mission
Dans le cadre d'une création de poste, nous recherchons un(e) Chef(fe) de Projet ERP qui prendra en charge l'ensemble du cycle de vie des projets ERP clients, de la conception à la mise en production.
Vos responsabilités :
* Gérer et piloter des projets ERP de A à Z, en coordonnant les différentes phases (analyse, conception, déploiement, support post-lancement).
* Analyser les besoins clients et proposer des solutions ERP adaptées.
* Superviser la planification et le respect des délais, tout en veillant à la rentabilité des projets.
* Coordonner les équipes techniques et fonctionnelles, en assurant une communication fluide.
* Suivre la configuration et la personnalisation de Microsoft Dynamics 365 Business Central.
* Accompagner les utilisateurs via des sessions de formation et un support adapté.
* Identifier et anticiper les risques, tout en mettant en place des plans d'action correctifs.
* Réaliser un reporting précis et partager les bonnes pratiques avec l'équipe.
Description du profil :
Profil recherché
* Expérience : 5 ans minimum en gestion de projets ERP (idéalement sur Business Central ou un autre ERP similaire).
* Formation : Bac+4/5 en informatique, gestion de projet ou équivalent.
* Compétences techniques : Maîtrise des ERP et des processus métiers.
* Qualités essentielles : Esprit d'équipe, autonomie, gestion des priorités, réactivité et orientation client.
* Langues : Anglais technique requis.
Ce que notre client offre
* Rémunération attractive, selon profil.
* Voiture de fonction.
* Full télétravail possible depuis Strasbourg ou Belfort (avec 1 jour sur site par mois).
* Team buildings et événements réguliers.
* Primes et intéressement.
* Mutuelle et prévoyance.
* Environnement de travail bienveillant et dynamique.",France Travail
1232,Chef de projet logiciel (H/F),"Description du poste :
Vous rejoindrez l'équipe applicative composée de deux experts Infor M3, en charge de la gestion et de la maintenance de l'ERP déployé à l'échelle internationale, sur plusieurs sites et pays.
L'équipe est actuellement engagée dans une phase stratégique de migration vers le cloud, tout en pilotant plusieurs projets structurants tels que l'extension de gamme produits et l'interfaçage logistique.
Votre périmètre d'intervention couvrira un écosystème applicatif étendu, incluant notamment l'EDI, un outil de BI, un PIM ainsi qu'un WMS.
Exemples de projets en cours :***Migration d'Infor M3 vers le Cloud : Pilotage du passage de l'ERP M3 vers une infrastructure cloud, en collaboration avec les intégrateurs et dans une logique de gestion de projet rigoureuse.
* Extension de gamme : Conception et déploiement de nouvelles fonctionnalités dans M3 pour accompagner le développement de la gamme produit.
* Interfaces : Mise en place et optimisation des échanges entre M3 et différentes solutions (facture électronique, WMS, etc).
Vous serez responsable de l'ensemble des phases projets :***Cadrage et recueil du besoin (animation des ateliers, analyse des écarts, rédaction des spécifications)
* Conception fonctionnelle (paramétrage, suivi des développements, plan de tests)
* Déploiement (documentation, formation et accompagnement des utilisateurs)
Pourquoi rejoindre cette entreprise ?***Entreprise industrielle française qui met en avant l'excellence avec notamment 10 collaborateurs en R&D
* Entreprise dans une dynamique de développement avec l'arrivé au capital de l'un des plus gros fabricants automobiles français
* La DSI est directement rattachée au COMEX ce qui montre la place de l'IT dans la stratégie de l'entreprise
* Avantages sociaux : 2 jours de télétravail, convention de la métallurgie, mutuelle familiale, prévoyance santé, intéressement et participation***Lieu : Albertville (73)
* Statut : CDI Cadre
* Salaire : 50-55K€ fixe selon profil
Description du profil :***Vous avez au moins 3 ans d'expérience comme chez de projet ERP
* Vous avez 1 an d'expérience sur Infor M3
* Vous avez une première expérience en gestion de projet sur des sujets de migration ou implémentation ERP
* L'anglais est un plus appréciable pour échanger avec les filiales à l'international",France Travail
933,Chef de projet logiciel (H/F),"Description du poste :
Si cette offre vous intéresse, et que vous avez des questions, n'hésitez pas à me contacter : (Pascaline USAI - Consultante en recrutement)***Pour me contacter joindre l'agence de Bourg en Bresse
Ce que recherche mon client : CHEF DE PROJET EN ERP (H/F) - CDI
Nous recrutons pour notre client, un groupe industriel familial français , spécialisé dans l'injection des polymères et l'extrusion-soufflage, un(e) Chef de Projet H/F en CDI , afin de renforcer l'équipe Système d'Information sur le site de Ceyzériat (01) .
Il s'agit d'une entreprise innovante, engagée dans la réduction de son impact environnemental, pratiquant l'économie circulaire et certifiée ISO 9001 - 14001 - 50001 - BRCGS .
Elle valorise également la qualité de vie au travail via des espaces modernes et des ateliers collaboratifs.
Localisation : Ceyzériat (01)
Poste à pourvoir dès que possible
A pourvoir dès que possible !!
Les indispensables du poste :
Gestion de projets métier
* Piloter les projets d'évolution ou de déploiement des applicatifs métiers : ERP, MES et outils périphériques .
* Recueillir et analyser les besoins utilisateurs, rédiger les cahiers des charges.
* Planifier, coordonner et suivre les phases projets : conception, développement, tests, mise en production.
* Animer les comités projet et assurer la communication projet.
* Accompagner les utilisateurs et gérer la conduite du changement.
Gestion et administration des applicatifs
* Administrer les outils SI industriels :
  - ERP : SILVERPROD CS
  - MES : CYCLADES
  - Outils liés : GMAO, Door , etc.
* Garantir la bonne intégration des systèmes d'information au sein des ateliers
Description du profil :
Et si vous êtes cette personne :***Formation : Bac+3 à Bac+5 en informatique, systèmes d'information ou équivalent, avec expérience en environnement industriel.***Compétences clés :
  - Pilotage de projets (méthodologie, coordination, communication)
  - Maîtrise du cycle de vie applicatif
  - Capacité à dialoguer avec les équipes métiers et techniques
  - Connaissances des SI industriels (ERP/MES)***Atouts souhaités :
  - Organisation, esprit d'analyse et de synthèse
  - Connaissance d'environnements industriels, idéalement plasturgie
Les compléments d'info :***Contrat : CDI - statut cadre (forfait jours)
* Temps plein - télétravail possible
* Déplacements possibles
* Équipement fourni : téléphone portable
* Rémunération : selon convention collective de la Plasturgie + dispositifs d'épargne salariale (PEE/PERCO avec abondement) + indemnité de trajet selon lieu de résidence",France Travail
2425,Chef de projet logiciel (H/F),"Contexte :
Aminogram est une TPE qui développe des dispositifs de mesure de la composition corporelle par bioimpédancemétrie.
Le système est basé sur un dispositif de mesure et des applications Web et mobiles permettant l'intégration en Bluetooth des mesures effectuées avec le dispositif, ainsi que l'analyse de ces mesures.
Un des dispositifs étant un dispositif médical marqué CE au titre du RDM 2017/745, l'entreprise a mis en place et maintient un système qualité basée sur l'Iso 13485.

Votre mission :
En relation avec l'équipe de développement et les demandes internes, vous prendrez en charge le suivi des applications existantes ainsi que l'établissement des cahiers des charges pour la mise en place des évolutions fonctionnelles ou techniques.
En relation avec un consultant externe, vous maintiendrez et effectuerez le suivi du système qualité Iso 13485 et du dossier technique du dispositif.

Profil :
Autonome, curieux(se) et force de proposition. Organisé(e) et rigoureux(se) particulièrement dans le suivi et la tenue des dossiers. Vous devez également savoir gérer les priorités.
Satisfaire à la fois le métier, l'utilisateur et les équipes mettant en œuvre (technique, informatique, environnement réglementaire .).
Bon(ne) communiquant(e) et maitriser les outils de communication et collaboratifs.
Connaissance de l'application d'une norme Iso type 9001/27001.
Une formation spécifique pour l'Iso 13485 sera proposée.

Poste ouvert dans le cadre du remplacement d'un départ en retraite, à pourvoir rapidement.



",France Travail
239,Chef de projet logiciel (H/F),"Description du poste :
Notre client est un Groupe international historique opérant dans le secteur de la mode. Il distribue ses produits via un réseau multicanal (boutiques en propre, grands magasins, détaillants et sites web) et connaît une présence marquée en France et à l'international. La Direction des Systèmes d'Information (DSI) composée d'une équipe de 10 personnes recrute son/sa :
CHEF DE PROJET ERP (JD Edwards Finance) H/F
CDI - Localisation : CLICHY (92) - Télétravail partiel
Finalité de la fonction :
La finalité de la fonction est d'assurer le pilotage des projets JDE Finance et de garantir la cohérence fonctionnelle des solutions, la qualité des livrables et le bon alignement entre les besoins métiers, les évolutions du système et l'exploitation quotidienne. Le poste vise également à sécuriser et à structurer les connaissances spécifiques (processus internes et développements sur l'ERP), représentant un enjeu clé pour l'organisation.
Position hiérarchique :
Le poste est rattaché(e) au Responsable Pôle Applications Métiers au sein de la DSI. Le titulaire de la fonction coordonne les actions des équipes internes (IT, Key Users, Métiers) ainsi que celles des partenaires externes.
Missions principales :***Piloter les projets JDE Finance de bout en bout : recueil du besoin, conception, développement, tests, déploiement et accompagnement des utilisateurs.
* Élaborer et suivre les plannings, budgets et indicateurs de performance des projets.
* Coordonner les actions des équipes internes (IT, Key Users, Métiers) et des partenaires externes.
* Analyser et formaliser les besoins métiers couvrant la comptabilité générale, les fournisseurs, les clients, les immobilisations, la trésorerie et le reporting.
* Paramétrer et tester les modules Finances dans JD Edwards.
* Participer à la conception de solutions d'intégration ou d'interfaces avec d'autres systèmes (trésorerie, BI, consolidation).
* Proposer des améliorations pour optimiser les processus financiers et la qualité des données.
* Gérer l'exploitation quotidienne et assurer le support des niveaux 1 et 2 sur le périmètre Finance.
* Rédiger et maintenir la documentation fonctionnelle et former et accompagner les utilisateurs clés lors des déploiements et des évolutions.
Profil recherché :
Issu(e) d'une formation Bac +4/5 en Finance, Gestion ou Systèmes d'information, vous justifiez d'une expérience confirmée sur l'ERP JD Edwards dans un rôle de consultant ou de chef de projet, idéalement acquise dans un contexte de commerce international.
Expériences et compétences exigées :***Très bonne maîtrise des modules Finance de JD Edwards.
* Bonne compréhension des processus comptables et financiers d'entreprise.
* Compétences maîtrisées en gestion de projet.
* Anglais technique opérationnel exigé.
* Une connaissance de JDE Production est un atout supplémentaire.
Qualités recherchées :***Autonomie.
* Rigueur et organisation.
* Aisance en communication.
* Capacité d'écoute.",France Travail
